"id","niveau","code","libelle","id_parent","id_n1"
1362,5,"4399D",Autres travaux spécialisés de construction,703,5
1363,5,"4399E",Location avec opérateur de matériel de construction,703,5
1364,5,"4511Z",Commerce de voitures et de véhicules automobiles légers,704,6
1365,5,"4519Z",Commerce d'autres véhicules automobiles,705,6
1366,5,"4520A",Entretien et réparation de véhicules automobiles légers,706,6
1367,5,"4520B",Entretien et réparation d'autres véhicules automobiles,706,6
1368,5,"4531Z",Commerce de gros d'équipements automobiles,707,6
1369,5,"4532Z",Commerce de détail d'équipements automobiles,708,6
1370,5,"4540Z",Commerce et réparation de motocycles,709,6
1371,5,"4611Z","Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis",710,6
1372,5,"4612A",Centrales d'achat de carburant,711,6
1373,5,"4612B","Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques",711,6
1374,5,"4613Z",Intermédiaires du commerce en bois et matériaux de construction,712,6
1375,5,"4614Z","Intermédiaires du commerce en machines, équipements industriels, navires et avions",713,6
1376,5,"4615Z","Intermédiaires du commerce en meubles, articles de ménage et quincaillerie",714,6
1377,5,"4616Z","Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir",715,6
1378,5,"4617A",Centrales d'achat alimentaires,716,6
1379,5,"4617B","Autres intermédiaires du commerce en denrées, boissons et tabac",716,6
1380,5,"4618Z",Intermédiaires spécialisés dans le commerce d'autres produits spécifiques,717,6
1381,5,"4619A",Centrales d'achat non alimentaires,718,6
1382,5,"4619B",Autres intermédiaires du commerce en produits divers,718,6
1383,5,"4621Z","Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail",719,6
1384,5,"4622Z",Commerce de gros (commerce interentreprises) de fleurs et plantes,720,6
1385,5,"4623Z",Commerce de gros (commerce interentreprises) d'animaux vivants,721,6
1386,5,"4624Z",Commerce de gros (commerce interentreprises) de cuirs et peaux,722,6
1387,5,"4631Z",Commerce de gros (commerce interentreprises) de fruits et légumes,723,6
1388,5,"4632A",Commerce de gros (commerce interentreprises) de viandes de boucherie,724,6
1389,5,"4632B",Commerce de gros (commerce interentreprises) de produits à base de viande,724,6
1390,5,"4632C",Commerce de gros (commerce interentreprises) de volailles et gibier,724,6
1391,5,"4633Z","Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles",725,6
1392,5,"4634Z",Commerce de gros (commerce interentreprises) de boissons,726,6
1393,5,"4635Z",Commerce de gros (commerce interentreprises) de produits à base de tabac,727,6
1394,5,"4636Z","Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie",728,6
1395,5,"4637Z","Commerce de gros (commerce interentreprises) de café, thé, cacao et épices",729,6
1396,5,"4638A","Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques",730,6
1397,5,"4638B",Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,730,6
1398,5,"4639A",Commerce de gros (commerce interentreprises) de produits surgelés,731,6
1399,5,"4639B",Commerce de gros (commerce interentreprises) alimentaire non spécialisé,731,6
1400,5,"4641Z",Commerce de gros (commerce interentreprises) de textiles,732,6
1401,5,"4642Z",Commerce de gros (commerce interentreprises) d'habillement et de chaussures,733,6
1402,5,"4643Z",Commerce de gros (commerce interentreprises) d'appareils électroménagers,734,6
1403,5,"4644Z","Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien",735,6
1404,5,"4645Z",Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,736,6
1405,5,"4646Z",Commerce de gros (commerce interentreprises) de produits pharmaceutiques,737,6
1406,5,"4647Z","Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage",738,6
1407,5,"4648Z",Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie,739,6
1408,5,"4649Z",Commerce de gros (commerce interentreprises) d'autres biens domestiques,740,6
1409,5,"4651Z","Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels",741,6
1410,5,"4652Z",Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,742,6
1411,5,"4661Z",Commerce de gros (commerce interentreprises) de matériel agricole,743,6
1412,5,"4662Z",Commerce de gros (commerce interentreprises) de machines-outils,744,6
1413,5,"4663Z","Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil",745,6
1414,5,"4664Z",Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement,746,6
1415,5,"4665Z",Commerce de gros (commerce interentreprises) de mobilier de bureau,747,6
1416,5,"4666Z",Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau,748,6
1417,5,"4669A",Commerce de gros (commerce interentreprises) de matériel électrique,749,6
1418,5,"4669B",Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,749,6
1419,5,"4669C",Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,749,6
1420,5,"4671Z",Commerce de gros (commerce interentreprises) de combustibles et de produits annexes,750,6
1421,5,"4672Z",Commerce de gros (commerce interentreprises) de minerais et métaux,751,6
1422,5,"4673A",Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,752,6
1423,5,"4673B",Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration,752,6
1424,5,"4674A",Commerce de gros (commerce interentreprises) de quincaillerie,753,6
1425,5,"4674B",Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,753,6
1426,5,"4675Z",Commerce de gros (commerce interentreprises) de produits chimiques,754,6
1427,5,"4676Z",Commerce de gros (commerce interentreprises) d'autres produits intermédiaires,755,6
1428,5,"4677Z",Commerce de gros (commerce interentreprises) de déchets et débris,756,6
1429,5,"4690Z",Commerce de gros (commerce interentreprises) non spécialisé,757,6
1430,5,"4711A",Commerce de détail de produits surgelés,758,6
1431,5,"4711B",Commerce d'alimentation générale,758,6
1432,5,"4711C",Supérettes,758,6
1433,5,"4711D",Supermarchés,758,6
1434,5,"4711E",Magasins multi-commerces,758,6
1435,5,"4711F",Hypermarchés,758,6
1436,5,"4719A",Grands magasins,759,6
1437,5,"4719B",Autres commerces de détail en magasin non spécialisé,759,6
1438,5,"4721Z",Commerce de détail de fruits et légumes en magasin spécialisé,760,6
1439,5,"4722Z",Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,761,6
1440,5,"4723Z","Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé",762,6
1441,5,"4724Z","Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé",763,6
1442,5,"4725Z",Commerce de détail de boissons en magasin spécialisé,764,6
1443,5,"4726Z",Commerce de détail de produits à base de tabac en magasin spécialisé,765,6
1444,5,"4729Z",Autres commerces de détail alimentaires en magasin spécialisé,766,6
1445,5,"4730Z",Commerce de détail de carburants en magasin spécialisé,767,6
1446,5,"4741Z","Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé",768,6
1447,5,"4742Z",Commerce de détail de matériels de télécommunication en magasin spécialisé,769,6
1448,5,"4743Z",Commerce de détail de matériels audio et vidéo en magasin spécialisé,770,6
1449,5,"4751Z",Commerce de détail de textiles en magasin spécialisé,771,6
1450,5,"4752A","Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)",772,6
1451,5,"4752B","Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)",772,6
1452,5,"4753Z","Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé",773,6
1453,5,"4754Z",Commerce de détail d'appareils électroménagers en magasin spécialisé,774,6
1454,5,"4759A",Commerce de détail de meubles,775,6
1455,5,"4759B",Commerce de détail d'autres équipements du foyer,775,6
1456,5,"4761Z",Commerce de détail de livres en magasin spécialisé,776,6
1457,5,"4762Z",Commerce de détail de journaux et papeterie en magasin spécialisé,777,6
1458,5,"4763Z",Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé,778,6
1459,5,"4764Z",Commerce de détail d'articles de sport en magasin spécialisé,779,6
1460,5,"4765Z",Commerce de détail de jeux et jouets en magasin spécialisé,780,6
1461,5,"4771Z",Commerce de détail d'habillement en magasin spécialisé,781,6
1462,5,"4772A",Commerce de détail de la chaussure,782,6
1463,5,"4772B",Commerce de détail de maroquinerie et d'articles de voyage,782,6
1464,5,"4773Z",Commerce de détail de produits pharmaceutiques en magasin spécialisé,783,6
1465,5,"4774Z",Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé,784,6
1466,5,"4775Z",Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé,785,6
1467,5,"4776Z","Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",786,6
1468,5,"4777Z",Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,787,6
1469,5,"4778A",Commerces de détail d'optique,788,6
1470,5,"4778B",Commerces de détail de charbons et combustibles,788,6
1471,5,"4778C",Autres commerces de détail spécialisés divers,788,6
1472,5,"4779Z",Commerce de détail de biens d'occasion en magasin,789,6
1473,5,"4781Z",Commerce de détail alimentaire sur éventaires et marchés,790,6
1474,5,"4782Z","Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés",791,6
1475,5,"4789Z",Autres commerces de détail sur éventaires et marchés,792,6
1476,5,"4791A",Vente à distance sur catalogue général,793,6
1477,5,"4791B",Vente à distance sur catalogue spécialisé,793,6
1478,5,"4799A",Vente à domicile,794,6
1479,5,"4799B","Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.",794,6
1480,5,"4910Z",Transport ferroviaire interurbain de voyageurs,795,7
1481,5,"4920Z",Transports ferroviaires de fret,796,7
1482,5,"4931Z",Transports urbains et suburbains de voyageurs,797,7
1483,5,"4932Z",Transports de voyageurs par taxis,798,7
1484,5,"4939A",Transports routiers réguliers de voyageurs,799,7
1485,5,"4939B",Autres transports routiers de voyageurs,799,7
1486,5,"4939C",Téléphériques et remontées mécaniques,799,7
1487,5,"4941A",Transports routiers de fret interurbains,800,7
1488,5,"4941B",Transports routiers de fret de proximité,800,7
1489,5,"4941C",Location de camions avec chauffeur,800,7
1490,5,"4942Z",Services de déménagement,801,7
1491,5,"4950Z",Transports par conduites,802,7
1492,5,"5010Z",Transports maritimes et côtiers de passagers,803,7
1493,5,"5020Z",Transports maritimes et côtiers de fret,804,7
1494,5,"5030Z",Transports fluviaux de passagers,805,7
1495,5,"5040Z",Transports fluviaux de fret,806,7
1496,5,"5110Z",Transports aériens de passagers,807,7
1497,5,"5121Z",Transports aériens de fret,808,7
1498,5,"5122Z",Transports spatiaux,809,7
1499,5,"5210A",Entreposage et stockage frigorifique,810,7
1500,5,"5210B",Entreposage et stockage non frigorifique,810,7
1501,5,"5221Z",Services auxiliaires des transports terrestres,811,7
1502,5,"5222Z",Services auxiliaires des transports par eau,812,7
1503,5,"5223Z",Services auxiliaires des transports aériens,813,7
1504,5,"5224A",Manutention portuaire,814,7
1505,5,"5224B",Manutention non portuaire,814,7
1506,5,"5229A","Messagerie, fret express",815,7
1507,5,"5229B",Affrètement et organisation des transports,815,7
1508,5,"5310Z",Activités de poste dans le cadre d'une obligation de service universel,816,7
1509,5,"5320Z",Autres activités de poste et de courrier,817,7
1510,5,"5510Z",Hôtels et hébergement similaire,818,8
1511,5,"5520Z",Hébergement touristique et autre hébergement de courte durée,819,8
1512,5,"5530Z",Terrains de camping et parcs pour caravanes ou véhicules de loisirs,820,8
1513,5,"5590Z",Autres hébergements,821,8
1514,5,"5610A",Restauration traditionnelle,822,8
1515,5,"5610B",Cafétérias et autres libres-services,822,8
1516,5,"5610C",Restauration de type rapide,822,8
1517,5,"5621Z",Services des traiteurs,823,8
1518,5,"5629A",Restauration collective sous contrat,824,8
1519,5,"5629B",Autres services de restauration n.c.a.,824,8
1520,5,"5630Z",Débits de boissons,825,8
1521,5,"5811Z",Édition de livres,826,9
1522,5,"5812Z",Édition de répertoires et de fichiers d'adresses,827,9
1523,5,"5813Z",Édition de journaux,828,9
1524,5,"5814Z",Édition de revues et périodiques,829,9
1525,5,"5819Z",Autres activités d'édition,830,9
1526,5,"5821Z",Édition de jeux électroniques,831,9
1527,5,"5829A",Édition de logiciels système et de réseau,832,9
1528,5,"5829B",Édition de logiciels outils de développement et de langages,832,9
1529,5,"5829C",Édition de logiciels applicatifs,832,9
1530,5,"5911A",Production de films et de programmes pour la télévision,833,9
1531,5,"5911B",Production de films institutionnels et publicitaires,833,9
1532,5,"5911C",Production de films pour le cinéma,833,9
1533,5,"5912Z","Post-production de films cinématographiques, de vidéo et de programmes de télévision",834,9
1534,5,"5913A",Distribution de films cinématographiques,835,9
1535,5,"5913B",Édition et distribution vidéo,835,9
1536,5,"5914Z",Projection de films cinématographiques,836,9
1537,5,"5920Z",Enregistrement sonore et édition musicale,837,9
1538,5,"6010Z",Édition et diffusion de programmes radio,838,9
1539,5,"6020A",Édition de chaînes généralistes,839,9
1540,5,"6020B",Édition de chaînes thématiques,839,9
1541,5,"6110Z",Télécommunications filaires,840,9
1542,5,"6120Z",Télécommunications sans fil,841,9
1543,5,"6130Z",Télécommunications par satellite,842,9
1544,5,"6190Z",Autres activités de télécommunication,843,9
1545,5,"6201Z",Programmation informatique,844,9
1546,5,"6202A",Conseil en systèmes et logiciels informatiques,845,9
1547,5,"6202B",Tierce maintenance de systèmes et d'applications informatiques,845,9
1548,5,"6203Z",Gestion d'installations informatiques,846,9
1549,5,"6209Z",Autres activités informatiques,847,9
1550,5,"6311Z","Traitement de données, hébergement et activités connexes",848,9
1551,5,"6312Z",Portails Internet,849,9
1552,5,"6391Z",Activités des agences de presse,850,9
1553,5,"6399Z",Autres services d'information n.c.a.,851,9
1554,5,"6411Z",Activités de banque centrale,852,10
1555,5,"6419Z",Autres intermédiations monétaires,853,10
1556,5,"6420Z",Activités des sociétés holding,854,10
1557,5,"6430Z",Fonds de placement et entités financières similaires,855,10
1558,5,"6491Z",Crédit-bail,856,10
1559,5,"6492Z",Autre distribution de crédit,857,10
1560,5,"6499Z","Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",858,10
1561,5,"6511Z",Assurance vie,859,10
1562,5,"6512Z",Autres assurances,860,10
1563,5,"6520Z",Réassurance,861,10
1564,5,"6530Z",Caisses de retraite,862,10
1565,5,"6611Z",Administration de marchés financiers,863,10
1566,5,"6612Z",Courtage de valeurs mobilières et de marchandises,864,10
1567,5,"6619A",Supports juridiques de gestion de patrimoine mobilier,865,10
1568,5,"6619B","Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",865,10
1569,5,"6621Z",Évaluation des risques et dommages,866,10
1570,5,"6622Z",Activités des agents et courtiers d'assurances,867,10
1571,5,"6629Z",Autres activités auxiliaires d'assurance et de caisses de retraite,868,10
1572,5,"6630Z",Gestion de fonds,869,10
1573,5,"6810Z",Activités des marchands de biens immobiliers,870,11
1574,5,"6820A",Location de logements,871,11
1575,5,"6820B",Location de terrains et d'autres biens immobiliers,871,11
1576,5,"6831Z",Agences immobilières,872,11
1577,5,"6832A",Administration d'immeubles et autres biens immobiliers,873,11
1578,5,"6832B",Supports juridiques de gestion de patrimoine immobilier,873,11
1579,5,"6910Z",Activités juridiques,874,12
1580,5,"6920Z",Activités comptables,875,12
1581,5,"7010Z",Activités des sièges sociaux,876,12
1582,5,"7021Z",Conseil en relations publiques et communication,877,12
1583,5,"7022Z",Conseil pour les affaires et autres conseils de gestion,878,12
1584,5,"7111Z",Activités d'architecture,879,12
1585,5,"7112A",Activité des géomètres,880,12
1586,5,"7112B","Ingénierie, études techniques",880,12
1587,5,"7120A",Contrôle technique automobile,881,12
1588,5,"7120B","Analyses, essais et inspections techniques",881,12
1589,5,"7211Z",Recherche-développement en biotechnologie,882,12
1590,5,"7219Z",Recherche-développement en autres sciences physiques et naturelles,883,12
1591,5,"7220Z",Recherche-développement en sciences humaines et sociales,884,12
1592,5,"7311Z",Activités des agences de publicité,885,12
1593,5,"7312Z",Régie publicitaire de médias,886,12
1594,5,"7320Z",Études de marché et sondages,887,12
1595,5,"7410Z",Activités spécialisées de design,888,12
1596,5,"7420Z",Activités photographiques,889,12
1597,5,"7430Z",Traduction et interprétation,890,12
1598,5,"7490A",Activité des économistes de la construction,891,12
1599,5,"7490B","Activités spécialisées, scientifiques et techniques diverses",891,12
1600,5,"7500Z",Activités vétérinaires,892,12
1601,5,"7711A",Location de courte durée de voitures et de véhicules automobiles légers,893,13
1602,5,"7711B",Location de longue durée de voitures et de véhicules automobiles légers,893,13
1603,5,"7712Z",Location et location-bail de camions,894,13
1604,5,"7721Z",Location et location-bail d'articles de loisirs et de sport,895,13
1605,5,"7722Z",Location de vidéocassettes et disques vidéo,896,13
1606,5,"7729Z",Location et location-bail d'autres biens personnels et domestiques,897,13
1607,5,"7731Z",Location et location-bail de machines et équipements agricoles,898,13
1608,5,"7732Z",Location et location-bail de machines et équipements pour la construction,899,13
1609,5,"7733Z",Location et location-bail de machines de bureau et de matériel informatique,900,13
1610,5,"7734Z",Location et location-bail de matériels de transport par eau,901,13
1611,5,"7735Z",Location et location-bail de matériels de transport aérien,902,13
1612,5,"7739Z","Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",903,13
1613,5,"7740Z","Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright",904,13
1614,5,"7810Z",Activités des agences de placement de main-d'œuvre,905,13
1615,5,"7820Z",Activités des agences de travail temporaire,906,13
1616,5,"7830Z",Autre mise à disposition de ressources humaines,907,13
1617,5,"7911Z",Activités des agences de voyage,908,13
1618,5,"7912Z",Activités des voyagistes,909,13
1619,5,"7990Z",Autres services de réservation et activités connexes,910,13
1620,5,"8010Z",Activités de sécurité privée,911,13
1621,5,"8020Z",Activités liées aux systèmes de sécurité,912,13
1622,5,"8030Z",Activités d'enquête,913,13
1623,5,"8110Z",Activités combinées de soutien lié aux bâtiments,914,13
1624,5,"8121Z",Nettoyage courant des bâtiments,915,13
1625,5,"8122Z",Autres activités de nettoyage des bâtiments et nettoyage industriel,916,13
1626,5,"8129A","Désinfection, désinsectisation, dératisation",917,13
1627,5,"8129B",Autres activités de nettoyage n.c.a.,917,13
1628,5,"8130Z",Services d'aménagement paysager,918,13
1629,5,"8211Z",Services administratifs combinés de bureau,919,13
1630,5,"8219Z","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",920,13
1631,5,"8220Z",Activités de centres d'appels,921,13
1632,5,"8230Z","Organisation de foires, salons professionnels et congrès",922,13
1633,5,"8291Z",Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,923,13
1634,5,"8292Z",Activités de conditionnement,924,13
1635,5,"8299Z",Autres activités de soutien aux entreprises n.c.a.,925,13
1636,5,"8411Z",Administration publique générale,926,14
1637,5,"8412Z","Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale",927,14
1638,5,"8413Z",Administration publique (tutelle) des activités économiques,928,14
1639,5,"8421Z",Affaires étrangères,929,14
1640,5,"8422Z",Défense,930,14
1641,5,"8423Z",Justice,931,14
1642,5,"8424Z",Activités d'ordre public et de sécurité,932,14
1643,5,"8425Z",Services du feu et de secours,933,14
1644,5,"8430A",Activités générales de sécurité sociale,934,14
1645,5,"8430B",Gestion des retraites complémentaires,934,14
1646,5,"8430C",Distribution sociale de revenus,934,14
1647,5,"8510Z",Enseignement pré-primaire,935,15
1648,5,"8520Z",Enseignement primaire,936,15
1649,5,"8531Z",Enseignement secondaire général,937,15
1650,5,"8532Z",Enseignement secondaire technique ou professionnel,938,15
1651,5,"8541Z",Enseignement post-secondaire non supérieur,939,15
1652,5,"8542Z",Enseignement supérieur,940,15
1653,5,"8551Z",Enseignement de disciplines sportives et d'activités de loisirs,941,15
1654,5,"8552Z",Enseignement culturel,942,15
1655,5,"8553Z",Enseignement de la conduite,943,15
1656,5,"8559A",Formation continue d'adultes,944,15
1657,5,"8559B",Autres enseignements,944,15
1658,5,"8560Z",Activités de soutien à l'enseignement,945,15
1659,5,"8610Z",Activités hospitalières,946,16
1660,5,"8621Z",Activité des médecins généralistes,947,16
1661,5,"8622A",Activités de radiodiagnostic et de radiothérapie,948,16
1662,5,"8622B",Activités chirurgicales,948,16
1663,5,"8622C",Autres activités des médecins spécialistes,948,16
1664,5,"8623Z",Pratique dentaire,949,16
1665,5,"8690A",Ambulances,950,16
1666,5,"8690B",Laboratoires d'analyses médicales,950,16
1667,5,"8690C",Centres de collecte et banques d'organes,950,16
1668,5,"8690D",Activités des infirmiers et des sages-femmes,950,16
1669,5,"8690E","Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",950,16
1670,5,"8690F",Activités de santé humaine non classées ailleurs,950,16
1671,5,"8710A",Hébergement médicalisé pour personnes âgées,951,16
1672,5,"8710B",Hébergement médicalisé pour enfants handicapés,951,16
1673,5,"8710C",Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé,951,16
1674,5,"8720A",Hébergement social pour handicapés mentaux et malades mentaux,952,16
1675,5,"8720B",Hébergement social pour toxicomanes,952,16
1676,5,"8730A",Hébergement social pour personnes âgées,953,16
1677,5,"8730B",Hébergement social pour handicapés physiques,953,16
1678,5,"8790A",Hébergement social pour enfants en difficultés,954,16
1679,5,"8790B",Hébergement social pour adultes et familles en difficultés et autre hébergement social,954,16
1680,5,"8810A",Aide à domicile,955,16
1681,5,"8810B",Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées,955,16
1682,5,"8810C",Aide par le travail,955,16
1683,5,"8891A",Accueil de jeunes enfants,956,16
1684,5,"8891B",Accueil ou accompagnement sans hébergement d'enfants handicapés,956,16
1685,5,"8899A",Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents,957,16
1686,5,"8899B",Action sociale sans hébergement n.c.a.,957,16
1687,5,"9001Z",Arts du spectacle vivant,958,17
1688,5,"9002Z",Activités de soutien au spectacle vivant,959,17
1689,5,"9003A",Création artistique relevant des arts plastiques,960,17
1690,5,"9003B",Autre création artistique,960,17
1691,5,"9004Z",Gestion de salles de spectacles,961,17
1692,5,"9101Z",Gestion des bibliothèques et des archives,962,17
1693,5,"9102Z",Gestion des musées,963,17
1694,5,"9103Z",Gestion des sites et monuments historiques et des attractions touristiques similaires,964,17
1695,5,"9104Z",Gestion des jardins botaniques et zoologiques et des réserves naturelles,965,17
1696,5,"9200Z",Organisation de jeux de hasard et d'argent,966,17
1697,5,"9311Z",Gestion d'installations sportives,967,17
1698,5,"9312Z",Activités de clubs de sports,968,17
1699,5,"9313Z",Activités des centres de culture physique,969,17
1700,5,"9319Z",Autres activités liées au sport,970,17
1701,5,"9321Z",Activités des parcs d'attractions et parcs à thèmes,971,17
1702,5,"9329Z",Autres activités récréatives et de loisirs,972,17
1703,5,"9411Z",Activités des organisations patronales et consulaires,973,18
1704,5,"9412Z",Activités des organisations professionnelles,974,18
1705,5,"9420Z",Activités des syndicats de salariés,975,18
1706,5,"9491Z",Activités des organisations religieuses,976,18
1707,5,"9492Z",Activités des organisations politiques,977,18
1708,5,"9499Z",Autres organisations fonctionnant par adhésion volontaire,978,18
1709,5,"9511Z",Réparation d'ordinateurs et d'équipements périphériques,979,18
1710,5,"9512Z",Réparation d'équipements de communication,980,18
1711,5,"9521Z",Réparation de produits électroniques grand public,981,18
1712,5,"9522Z",Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,982,18
1713,5,"9523Z",Réparation de chaussures et d'articles en cuir,983,18
1714,5,"9524Z",Réparation de meubles et d'équipements du foyer,984,18
1715,5,"9525Z",Réparation d'articles d'horlogerie et de bijouterie,985,18
1716,5,"9529Z",Réparation d'autres biens personnels et domestiques,986,18
1717,5,"9601A",Blanchisserie-teinturerie de gros,987,18
1718,5,"9601B",Blanchisserie-teinturerie de détail,987,18
1719,5,"9602A",Coiffure,988,18
1720,5,"9602B",Soins de beauté,988,18
1721,5,"9603Z",Services funéraires,989,18
1722,5,"9604Z",Entretien corporel,990,18
1723,5,"9609Z",Autres services personnels n.c.a.,991,18
1724,5,"9700Z",Activités des ménages en tant qu'employeurs de personnel domestique,992,19
1725,5,"9810Z",Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre,993,19
1726,5,"9820Z",Activités indifférenciées des ménages en tant que producteurs de services pour usage propre,994,19
1727,5,"9900Z",Activités des organisations et organismes extraterritoriaux,995,20
